sample_id,intent,slots_json,linearized_input,reference_response,is_edge_case
114,return_request,"{""order_id"": ""7744"", ""item"": ""running shoes"", ""reason"": ""late delivery"", ""pickup_date"": ""5 May"", ""return_id"": ""RET2011""}",intent=return_request order_id=7744 item=running shoes reason=late delivery pickup_date=5 May return_id=RET2011,A return has been created for running shoes in order 7744 because late delivery; pickup is scheduled for 5 May.,True
111,return_request,"{""order_id"": ""2481"", ""item"": ""wireless mouse"", ""reason"": ""late delivery"", ""method"": ""mail-in"", ""pickup_date"": ""5 May"", ""return_id"": ""RET2011""}",intent=return_request order_id=2481 item=wireless mouse reason=late delivery method=mail-in pickup_date=5 May return_id=RET2011,Your return request for wireless mouse from order 2481 is confirmed because late delivery via mail-in; pickup is scheduled for 5 May.,False
67,cancel_order,"{""order_id"": ""7744"", ""reason"": ""damaged item"", ""refund_status"": ""completed"", ""date"": ""today""}",intent=cancel_order order_id=7744 reason=damaged item refund_status=completed date=today,The cancellation request for order 7744 is complete because damaged item; refund status is completed.,False
228,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""successful"", ""amount"": ""₹499"", ""method"": ""pickup"", ""date"": ""1 May""}",intent=payment_status order_id=9812 payment_status=successful amount=₹499 method=pickup date=1 May,The payment status of order 9812 is successful for ₹499 via pickup.,True
19,order_status,"{""order_id"": ""9812"", ""status"": ""packed"", ""carrier"": ""Delhivery""}",intent=order_status order_id=9812 status=packed carrier=Delhivery,Order 9812 has been packed.,True
257,payment_status,"{""order_id"": ""7744"", ""payment_status"": ""successful"", ""amount"": ""₹799 / ₹799""}",intent=payment_status order_id=7744 payment_status=successful amount=₹799 / ₹799,Payment for order 7744 is successful for ₹799 / ₹799.,True
119,return_request,"{""order_id"": ""1234"", ""item"": ""coffee maker and coffee maker"", ""reason"": ""late delivery""}",intent=return_request order_id=1234 item=coffee maker and coffee maker reason=late delivery,Your return request for coffee maker and coffee maker from order 1234 is confirmed because late delivery.,True
20,order_status,"{""order_id"": ""2481"", ""status"": ""delivered"", ""date"": ""2 May"", ""carrier"": ""DHL"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=2481 status=delivered date=2 May carrier=DHL tracking_id=TRK9999,The status of order 2481 is delivered on 2 May.,False
292,refund_status,"{""refund_id"": ""RF1002"", ""order_id"": ""1234"", ""refund_status"": ""pending"", ""amount"": ""₹1,249""}","intent=refund_status refund_id=RF1002 order_id=1234 refund_status=pending amount=₹1,249","Refund RF1002 for order 1234 is pending for ₹1,249.",True
93,cancel_order,"{""order_id"": ""2481"", ""reason"": ""wrong size"", ""refund_status"": ""processed""}",intent=cancel_order order_id=2481 reason=wrong size refund_status=processed,The cancellation request for order 2481 is complete because wrong size; refund status is processed.,True
80,cancel_order,"{""order_id"": ""1234"", ""reason"": ""damaged item"", ""refund_status"": ""approved"", ""date"": ""today""}",intent=cancel_order order_id=1234 reason=damaged item refund_status=approved date=today,I have cancelled order 1234 because damaged item; refund status is approved.,False
238,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""reversed"", ""amount"": ""₹499"", ""method"": ""mail-in"", ""date"": ""today""}",intent=payment_status order_id=9812 payment_status=reversed amount=₹499 method=mail-in date=today,Payment for order 9812 is reversed for ₹499 via mail-in.,True
156,return_request,"{""order_id"": ""5630"", ""item"": ""blue shirt"", ""reason"": ""change of mind"", ""method"": ""pickup"", ""pickup_date"": ""3 May"", ""return_id"": ""RET2011""}",intent=return_request order_id=5630 item=blue shirt reason=change of mind method=pickup pickup_date=3 May return_id=RET2011,I created a return request for blue shirt under order 5630 because change of mind via pickup; pickup is scheduled for 3 May.,False
73,cancel_order,"{""order_id"": ""9812"", ""reason"": ""wrong size"", ""refund_status"": ""processed"", ""date"": ""2 May""}",intent=cancel_order order_id=9812 reason=wrong size refund_status=processed date=2 May,The cancellation request for order 9812 is complete because wrong size; refund status is processed.,False
97,cancel_order,"{""order_id"": ""1234"", ""reason"": ""wrong size"", ""date"": ""today""}",intent=cancel_order order_id=1234 reason=wrong size date=today,Order 1234 has been cancelled because wrong size.,True
16,order_status,"{""order_id"": ""5630"", ""status"": ""delivered"", ""date"": ""1 May"", ""carrier"": ""FedEx"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=5630 status=delivered date=1 May carrier=FedEx tracking_id=TRK9999,Your order 5630 is delivered on 1 May.,False
112,return_request,"{""order_id"": ""7744"", ""item"": ""blue shirt"", ""reason"": ""late delivery"", ""method"": ""drop-off"", ""return_id"": ""RET2035""}",intent=return_request order_id=7744 item=blue shirt reason=late delivery method=drop-off return_id=RET2035,Your return request for blue shirt from order 7744 is confirmed because late delivery via drop-off.,True
11,order_status,"{""order_id"": ""7744"", ""status"": ""out for delivery"", ""date"": ""today""}",intent=order_status order_id=7744 status=out for delivery date=today,The status of order 7744 is out for delivery on today.,True
184,delivery_delay,"{""order_id"": ""1234"", ""eta"": ""tomorrow evening"", ""compensation"": ""a coupon has been issued""}",intent=delivery_delay order_id=1234 eta=tomorrow evening compensation=a coupon has been issued,The delivery for order 1234 has been delayed until tomorrow evening; a coupon has been issued.,True
70,cancel_order,"{""order_id"": ""7744"", ""reason"": ""damaged item""}",intent=cancel_order order_id=7744 reason=damaged item,The cancellation request for order 7744 is complete because damaged item.,True
98,cancel_order,"{""order_id"": ""5630"", ""reason"": ""damaged item"", ""refund_status"": ""completed""}",intent=cancel_order order_id=5630 reason=damaged item refund_status=completed,I have cancelled order 5630 because damaged item; refund status is completed.,True
164,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""5 May"", ""carrier"": ""Delhivery"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=9812 eta=5 May carrier=Delhivery compensation=you are eligible for free shipping next time,Your order 9812 will arrive by 5 May; you are eligible for free shipping next time.,True
69,cancel_order,"{""order_id"": ""2481"", ""reason"": ""change of mind""}",intent=cancel_order order_id=2481 reason=change of mind,I have cancelled order 2481 because change of mind.,True
24,order_status,"{""order_id"": ""7744"", ""status"": ""out for delivery""}",intent=order_status order_id=7744 status=out for delivery,Order 7744 has been out for delivery.,True
38,order_status,"{""order_id"": ""9812"", ""status"": ""out for delivery"", ""carrier"": ""BlueDart""}",intent=order_status order_id=9812 status=out for delivery carrier=BlueDart,Order 9812 has been out for delivery.,True
234,payment_status,"{""order_id"": ""1234"", ""payment_status"": ""pending"", ""amount"": ""₹799"", ""date"": ""3 May""}",intent=payment_status order_id=1234 payment_status=pending amount=₹799 date=3 May,The payment status of order 1234 is pending for ₹799.,True
68,cancel_order,"{""order_id"": ""9812"", ""reason"": ""change of mind"", ""refund_status"": ""pending""}",intent=cancel_order order_id=9812 reason=change of mind refund_status=pending,I have cancelled order 9812 because change of mind; refund status is pending.,True
272,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""5630"", ""refund_status"": ""completed"", ""date"": ""2 May""}",intent=refund_status refund_id=RF1044 order_id=5630 refund_status=completed date=2 May,Refund RF1044 has been marked as completed for order 5630 on 2 May.,True
140,return_request,"{""order_id"": ""1234"", ""item"": ""blue shirt"", ""reason"": ""damaged item"", ""method"": ""mail-in"", ""pickup_date"": ""next Monday""}",intent=return_request order_id=1234 item=blue shirt reason=damaged item method=mail-in pickup_date=next Monday,I created a return request for blue shirt under order 1234 because damaged item via mail-in; pickup is scheduled for next Monday.,True
126,return_request,"{""order_id"": ""2481"", ""item"": ""wireless mouse"", ""reason"": ""change of mind"", ""return_id"": ""RET2035""}",intent=return_request order_id=2481 item=wireless mouse reason=change of mind return_id=RET2035,Your return request for wireless mouse from order 2481 is confirmed because change of mind.,True
168,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""7 May"", ""cause"": ""weather disruption"", ""carrier"": ""Delhivery"", ""compensation"": ""a coupon has been issued""}",intent=delivery_delay order_id=9812 eta=7 May cause=weather disruption carrier=Delhivery compensation=a coupon has been issued,Your order 9812 will arrive by 7 May because of weather disruption; a coupon has been issued.,False
87,cancel_order,"{""order_id"": ""9812"", ""reason"": ""wrong size"", ""date"": ""3 May""}",intent=cancel_order order_id=9812 reason=wrong size date=3 May,The cancellation request for order 9812 is complete because wrong size.,True
287,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""9812"", ""refund_status"": ""completed"", ""amount"": ""₹499"", ""method"": ""mail-in""}",intent=refund_status refund_id=RF1010 order_id=9812 refund_status=completed amount=₹499 method=mail-in,Refund RF1010 has been marked as completed for order 9812 for ₹499.,True
148,return_request,"{""order_id"": ""9812"", ""item"": ""blue shirt"", ""reason"": ""late delivery""}",intent=return_request order_id=9812 item=blue shirt reason=late delivery,I created a return request for blue shirt under order 9812 because late delivery.,True
275,refund_status,"{""refund_id"": ""RF1002"", ""order_id"": ""9812"", ""refund_status"": ""approved"", ""amount"": ""₹499"", ""date"": ""today"", ""method"": ""pickup""}",intent=refund_status refund_id=RF1002 order_id=9812 refund_status=approved amount=₹499 date=today method=pickup,The refund status for order 9812 is approved for ₹499 on today.,False
144,return_request,"{""order_id"": ""9812"", ""item"": ""coffee maker"", ""reason"": ""change of mind"", ""return_id"": ""RET2035""}",intent=return_request order_id=9812 item=coffee maker reason=change of mind return_id=RET2035,Your return request for coffee maker from order 9812 is confirmed because change of mind.,True
239,payment_status,"{""order_id"": ""7744"", ""payment_status"": ""failed"", ""amount"": ""₹499"", ""method"": ""mail-in""}",intent=payment_status order_id=7744 payment_status=failed amount=₹499 method=mail-in,Payment for order 7744 is failed for ₹499 via mail-in.,True
146,return_request,"{""order_id"": ""9812"", ""item"": ""blue shirt"", ""reason"": ""late delivery"", ""method"": ""mail-in"", ""pickup_date"": ""tomorrow"", ""return_id"": ""RET2035""}",intent=return_request order_id=9812 item=blue shirt reason=late delivery method=mail-in pickup_date=tomorrow return_id=RET2035,A return has been created for blue shirt in order 9812 because late delivery via mail-in; pickup is scheduled for tomorrow.,False
212,delivery_delay,"{""order_id"": ""2481"", ""eta"": ""7 May"", ""compensation"": ""a refund adjustment may apply""}",intent=delivery_delay order_id=2481 eta=7 May compensation=a refund adjustment may apply,The delivery for order 2481 has been delayed until 7 May; a refund adjustment may apply.,True
153,return_request,"{""order_id"": ""9812"", ""item"": ""coffee maker"", ""reason"": ""change of mind"", ""pickup_date"": ""5 May""}",intent=return_request order_id=9812 item=coffee maker reason=change of mind pickup_date=5 May,I created a return request for coffee maker under order 9812 because change of mind; pickup is scheduled for 5 May.,True
209,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening""}",intent=delivery_delay order_id=5630 eta=tomorrow evening,Your order 5630 will arrive by tomorrow evening.,True
130,return_request,"{""order_id"": ""5630"", ""item"": ""wireless mouse"", ""reason"": ""wrong size"", ""method"": ""mail-in"", ""pickup_date"": ""next Monday"", ""return_id"": ""RET2001""}",intent=return_request order_id=5630 item=wireless mouse reason=wrong size method=mail-in pickup_date=next Monday return_id=RET2001,Your return request for wireless mouse from order 5630 is confirmed because wrong size via mail-in; pickup is scheduled for next Monday.,False
39,order_status,"{""order_id"": ""1234"", ""status"": ""confirmed"", ""tracking_id"": ""TRK1001""}",intent=order_status order_id=1234 status=confirmed tracking_id=TRK1001,The status of order 1234 is confirmed.,True
226,payment_status,"{""order_id"": ""1234"", ""payment_status"": ""successful"", ""amount"": ""₹1,249"", ""date"": ""1 May""}","intent=payment_status order_id=1234 payment_status=successful amount=₹1,249 date=1 May","Order 1234 has a successful payment of ₹1,249.",True
195,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""tomorrow evening""}",intent=delivery_delay order_id=5630 eta=tomorrow evening,Your order 5630 will arrive by tomorrow evening.,True
159,return_request,"{""order_id"": ""9812"", ""item"": ""wireless mouse and running shoes"", ""reason"": ""damaged item"", ""method"": ""drop-off"", ""pickup_date"": ""tomorrow""}",intent=return_request order_id=9812 item=wireless mouse and running shoes reason=damaged item method=drop-off pickup_date=tomorrow,I created a return request for wireless mouse and running shoes under order 9812 because damaged item via drop-off; pickup is scheduled for tomorrow.,True
113,return_request,"{""order_id"": ""7744"", ""item"": ""coffee maker"", ""reason"": ""duplicate order"", ""return_id"": ""RET2035""}",intent=return_request order_id=7744 item=coffee maker reason=duplicate order return_id=RET2035,A return has been created for coffee maker in order 7744 because duplicate order.,True
194,delivery_delay,"{""order_id"": ""2481"", ""eta"": ""tomorrow evening"", ""cause"": ""weather disruption""}",intent=delivery_delay order_id=2481 eta=tomorrow evening cause=weather disruption,Your order 2481 will arrive by tomorrow evening because of weather disruption.,True
118,return_request,"{""order_id"": ""7744"", ""item"": ""coffee maker"", ""reason"": ""late delivery"", ""method"": ""pickup"", ""pickup_date"": ""3 May"", ""return_id"": ""RET2011""}",intent=return_request order_id=7744 item=coffee maker reason=late delivery method=pickup pickup_date=3 May return_id=RET2011,Your return request for coffee maker from order 7744 is confirmed because late delivery via pickup; pickup is scheduled for 3 May.,False
300,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""9812"", ""refund_status"": ""processed"", ""amount"": ""₹2,999"", ""date"": ""today""}","intent=refund_status refund_id=RF1044 order_id=9812 refund_status=processed amount=₹2,999 date=today","Refund RF1044 for order 9812 is processed for ₹2,999 on today.",True
313,refund_status,"{""refund_id"": ""RF1002"", ""order_id"": ""7744"", ""refund_status"": ""completed"", ""date"": ""today"", ""method"": ""pickup""}",intent=refund_status refund_id=RF1002 order_id=7744 refund_status=completed date=today method=pickup,Refund RF1002 for order 7744 is completed on today.,True
308,refund_status,"{""refund_id"": ""RF1002"", ""order_id"": ""7744"", ""refund_status"": ""approved"", ""amount"": ""₹1,249"", ""method"": ""mail-in""}","intent=refund_status refund_id=RF1002 order_id=7744 refund_status=approved amount=₹1,249 method=mail-in","The refund status for order 7744 is approved for ₹1,249.",True
198,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""7 May"", ""compensation"": ""a coupon has been issued""}",intent=delivery_delay order_id=9812 eta=7 May compensation=a coupon has been issued,Your order 9812 will arrive by 7 May; a coupon has been issued.,True
203,delivery_delay,"{""order_id"": ""2481"", ""eta"": ""tomorrow"", ""cause"": ""weather disruption"", ""carrier"": ""Delhivery"", ""compensation"": ""a refund adjustment may apply""}",intent=delivery_delay order_id=2481 eta=tomorrow cause=weather disruption carrier=Delhivery compensation=a refund adjustment may apply,Your order 2481 will arrive by tomorrow because of weather disruption; a refund adjustment may apply.,False
155,return_request,"{""order_id"": ""7744"", ""item"": ""coffee maker and coffee maker"", ""reason"": ""change of mind""}",intent=return_request order_id=7744 item=coffee maker and coffee maker reason=change of mind,A return has been created for coffee maker and coffee maker in order 7744 because change of mind.,True
205,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""5 May"", ""cause"": ""carrier issue"", ""carrier"": ""BlueDart"", ""compensation"": ""a refund adjustment may apply""}",intent=delivery_delay order_id=5630 eta=5 May cause=carrier issue carrier=BlueDart compensation=a refund adjustment may apply,Your order 5630 will arrive by 5 May because of carrier issue; a refund adjustment may apply.,False
3,order_status,"{""order_id"": ""9812"", ""status"": ""packed"", ""date"": ""today"", ""tracking_id"": ""TRK1001""}",intent=order_status order_id=9812 status=packed date=today tracking_id=TRK1001,Your order 9812 is packed on today.,True
116,return_request,"{""order_id"": ""2481"", ""item"": ""blue shirt and phone case"", ""reason"": ""change of mind"", ""return_id"": ""RET2011""}",intent=return_request order_id=2481 item=blue shirt and phone case reason=change of mind return_id=RET2011,I created a return request for blue shirt and phone case under order 2481 because change of mind.,True
288,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""9812"", ""refund_status"": ""pending"", ""amount"": ""₹2,999""}","intent=refund_status refund_id=RF1010 order_id=9812 refund_status=pending amount=₹2,999","Refund RF1010 has been marked as pending for order 9812 for ₹2,999.",True
204,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""7 May"", ""carrier"": ""BlueDart""}",intent=delivery_delay order_id=9812 eta=7 May carrier=BlueDart,Your order 9812 will arrive by 7 May.,True
121,return_request,"{""order_id"": ""7744"", ""item"": ""running shoes"", ""reason"": ""wrong size""}",intent=return_request order_id=7744 item=running shoes reason=wrong size,I created a return request for running shoes under order 7744 because wrong size.,True
245,payment_status,"{""order_id"": ""2481"", ""payment_status"": ""pending"", ""amount"": ""₹1,249"", ""method"": ""drop-off"", ""date"": ""3 May""}","intent=payment_status order_id=2481 payment_status=pending amount=₹1,249 method=drop-off date=3 May","The payment status of order 2481 is pending for ₹1,249 via drop-off.",True
281,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""1234"", ""refund_status"": ""pending"", ""amount"": ""₹1,249""}","intent=refund_status refund_id=RF1044 order_id=1234 refund_status=pending amount=₹1,249","Refund RF1044 has been marked as pending for order 1234 for ₹1,249.",True
128,return_request,"{""order_id"": ""5630"", ""item"": ""coffee maker"", ""reason"": ""change of mind"", ""method"": ""pickup"", ""return_id"": ""RET2035""}",intent=return_request order_id=5630 item=coffee maker reason=change of mind method=pickup return_id=RET2035,I created a return request for coffee maker under order 5630 because change of mind via pickup.,True
75,cancel_order,"{""order_id"": ""7744"", ""reason"": ""wrong size"", ""date"": ""2 May""}",intent=cancel_order order_id=7744 reason=wrong size date=2 May,I have cancelled order 7744 because wrong size.,True
30,order_status,"{""order_id"": ""9812"", ""status"": ""confirmed"", ""date"": ""1 May"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=9812 status=confirmed date=1 May tracking_id=TRK9999,The status of order 9812 is confirmed on 1 May.,True
84,cancel_order,"{""order_id"": ""1234"", ""reason"": ""damaged item"", ""date"": ""3 May""}",intent=cancel_order order_id=1234 reason=damaged item date=3 May,I have cancelled order 1234 because damaged item.,True
269,payment_status,"{""order_id"": ""5630"", ""payment_status"": ""reversed"", ""amount"": ""₹799"", ""method"": ""mail-in"", ""transaction_id"": ""TXN77881"", ""date"": ""2 May""}",intent=payment_status order_id=5630 payment_status=reversed amount=₹799 method=mail-in transaction_id=TXN77881 date=2 May,The payment status of order 5630 is reversed for ₹799 via mail-in and transaction id is TXN77881.,False
108,cancel_order,"{""order_id"": ""5630"", ""reason"": ""damaged item"", ""date"": ""1 May""}",intent=cancel_order order_id=5630 reason=damaged item date=1 May,The cancellation request for order 5630 is complete because damaged item.,True
177,delivery_delay,"{""order_id"": ""1234"", ""eta"": ""2 May"", ""carrier"": ""DHL""}",intent=delivery_delay order_id=1234 eta=2 May carrier=DHL,The delivery for order 1234 has been delayed until 2 May.,True
183,delivery_delay,"{""order_id"": ""1234"", ""eta"": ""tomorrow"", ""cause"": ""high demand"", ""carrier"": ""DHL"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=1234 eta=tomorrow cause=high demand carrier=DHL compensation=you are eligible for free shipping next time,Order 1234 is delayed and is now expected on tomorrow because of high demand; you are eligible for free shipping next time.,False
134,return_request,"{""order_id"": ""5630"", ""item"": ""wireless mouse"", ""reason"": ""late delivery"", ""pickup_date"": ""5 May""}",intent=return_request order_id=5630 item=wireless mouse reason=late delivery pickup_date=5 May,A return has been created for wireless mouse in order 5630 because late delivery; pickup is scheduled for 5 May.,True
221,payment_status,"{""order_id"": ""2481"", ""payment_status"": ""reversed"", ""amount"": ""₹799"", ""method"": ""mail-in"", ""transaction_id"": ""TXN77881"", ""date"": ""3 May""}",intent=payment_status order_id=2481 payment_status=reversed amount=₹799 method=mail-in transaction_id=TXN77881 date=3 May,The payment status of order 2481 is reversed for ₹799 via mail-in and transaction id is TXN77881.,False
251,payment_status,"{""order_id"": ""2481"", ""payment_status"": ""pending"", ""amount"": ""₹799"", ""method"": ""mail-in"", ""transaction_id"": ""TXN77881""}",intent=payment_status order_id=2481 payment_status=pending amount=₹799 method=mail-in transaction_id=TXN77881,The payment status of order 2481 is pending for ₹799 via mail-in and transaction id is TXN77881.,True
299,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""2481"", ""refund_status"": ""completed"", ""amount"": ""₹2,999"", ""date"": ""today"", ""method"": ""mail-in""}","intent=refund_status refund_id=RF1010 order_id=2481 refund_status=completed amount=₹2,999 date=today method=mail-in","Refund RF1010 for order 2481 is completed for ₹2,999 on today.",False
66,cancel_order,"{""order_id"": ""9812"", ""reason"": ""duplicate order"", ""refund_status"": ""approved"", ""date"": ""3 May""}",intent=cancel_order order_id=9812 reason=duplicate order refund_status=approved date=3 May,Order 9812 has been cancelled because duplicate order; refund status is approved.,False
230,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""reversed"", ""amount"": ""₹1,249"", ""method"": ""drop-off"", ""date"": ""3 May""}","intent=payment_status order_id=9812 payment_status=reversed amount=₹1,249 method=drop-off date=3 May","The payment status of order 9812 is reversed for ₹1,249 via drop-off.",True
86,cancel_order,"{""order_id"": ""5630"", ""reason"": ""damaged item""}",intent=cancel_order order_id=5630 reason=damaged item,Order 5630 has been cancelled because damaged item.,True
248,payment_status,"{""order_id"": ""7744"", ""payment_status"": ""successful"", ""amount"": ""₹1,249"", ""transaction_id"": ""TXN90812"", ""date"": ""today""}","intent=payment_status order_id=7744 payment_status=successful amount=₹1,249 transaction_id=TXN90812 date=today","Payment for order 7744 is successful for ₹1,249 and transaction id is TXN90812.",True
160,return_request,"{""order_id"": ""9812"", ""item"": ""phone case"", ""reason"": ""late delivery"", ""method"": ""mail-in"", ""pickup_date"": ""5 May"", ""return_id"": ""RET2035""}",intent=return_request order_id=9812 item=phone case reason=late delivery method=mail-in pickup_date=5 May return_id=RET2035,Your return request for phone case from order 9812 is confirmed because late delivery via mail-in; pickup is scheduled for 5 May.,False
13,order_status,"{""order_id"": ""7744"", ""status"": ""confirmed"", ""date"": ""1 May""}",intent=order_status order_id=7744 status=confirmed date=1 May,The status of order 7744 is confirmed on 1 May.,True
36,order_status,"{""order_id"": ""9812"", ""status"": ""confirmed"", ""date"": ""3 May"", ""carrier"": ""BlueDart"", ""tracking_id"": ""TRK1001""}",intent=order_status order_id=9812 status=confirmed date=3 May carrier=BlueDart tracking_id=TRK1001,Your order 9812 is confirmed on 3 May.,False
29,order_status,"{""order_id"": ""5630"", ""status"": ""out for delivery"", ""date"": ""today""}",intent=order_status order_id=5630 status=out for delivery date=today,The status of order 5630 is out for delivery on today.,True
171,delivery_delay,"{""order_id"": ""5630"", ""eta"": ""7 May"", ""cause"": ""carrier issue"", ""carrier"": ""DHL"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=5630 eta=7 May cause=carrier issue carrier=DHL compensation=you are eligible for free shipping next time,Order 5630 is delayed and is now expected on 7 May because of carrier issue; you are eligible for free shipping next time.,False
143,return_request,"{""order_id"": ""1234"", ""item"": ""wireless mouse"", ""reason"": ""change of mind"", ""return_id"": ""RET2001""}",intent=return_request order_id=1234 item=wireless mouse reason=change of mind return_id=RET2001,I created a return request for wireless mouse under order 1234 because change of mind.,True
222,payment_status,"{""order_id"": ""5630"", ""payment_status"": ""successful"", ""amount"": ""₹799"", ""method"": ""drop-off"", ""transaction_id"": ""TXN55521"", ""date"": ""2 May""}",intent=payment_status order_id=5630 payment_status=successful amount=₹799 method=drop-off transaction_id=TXN55521 date=2 May,The payment status of order 5630 is successful for ₹799 via drop-off and transaction id is TXN55521.,False
132,return_request,"{""order_id"": ""5630"", ""item"": ""running shoes"", ""reason"": ""late delivery"", ""method"": ""mail-in""}",intent=return_request order_id=5630 item=running shoes reason=late delivery method=mail-in,Your return request for running shoes from order 5630 is confirmed because late delivery via mail-in.,True
196,delivery_delay,"{""order_id"": ""7744"", ""eta"": ""2 May"", ""cause"": ""logistics delay"", ""carrier"": ""BlueDart"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=7744 eta=2 May cause=logistics delay carrier=BlueDart compensation=you are eligible for free shipping next time,Order 7744 is delayed and is now expected on 2 May because of logistics delay; you are eligible for free shipping next time.,False
52,order_status,"{""order_id"": ""9812"", ""status"": ""delivered"", ""carrier"": ""BlueDart""}",intent=order_status order_id=9812 status=delivered carrier=BlueDart,The status of order 9812 is delivered.,True
96,cancel_order,"{""order_id"": ""1234"", ""reason"": ""wrong size"", ""refund_status"": ""processed"", ""date"": ""2 May""}",intent=cancel_order order_id=1234 reason=wrong size refund_status=processed date=2 May,The cancellation request for order 1234 is complete because wrong size; refund status is processed.,False
241,payment_status,"{""order_id"": ""5630"", ""payment_status"": ""reversed"", ""amount"": ""₹799"", ""method"": ""drop-off"", ""date"": ""2 May""}",intent=payment_status order_id=5630 payment_status=reversed amount=₹799 method=drop-off date=2 May,Payment for order 5630 is reversed for ₹799 via drop-off.,True
179,delivery_delay,"{""order_id"": ""9812"", ""eta"": ""7 May"", ""carrier"": ""Delhivery"", ""compensation"": ""you are eligible for free shipping next time""}",intent=delivery_delay order_id=9812 eta=7 May carrier=Delhivery compensation=you are eligible for free shipping next time,Your order 9812 will arrive by 7 May; you are eligible for free shipping next time.,True
256,payment_status,"{""order_id"": ""9812"", ""payment_status"": ""reversed"", ""amount"": ""₹1,249"", ""method"": ""mail-in"", ""transaction_id"": ""TXN12345"", ""date"": ""1 May""}","intent=payment_status order_id=9812 payment_status=reversed amount=₹1,249 method=mail-in transaction_id=TXN12345 date=1 May","Payment for order 9812 is reversed for ₹1,249 via mail-in and transaction id is TXN12345.",False
42,order_status,"{""order_id"": ""5630"", ""status"": ""packed"", ""date"": ""1 May"", ""tracking_id"": ""TRK2033""}",intent=order_status order_id=5630 status=packed date=1 May tracking_id=TRK2033,The status of order 5630 is packed on 1 May.,True
90,cancel_order,"{""order_id"": ""2481"", ""reason"": ""late delivery""}",intent=cancel_order order_id=2481 reason=late delivery,I have cancelled order 2481 because late delivery.,True
310,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""5630"", ""refund_status"": ""completed""}",intent=refund_status refund_id=RF1044 order_id=5630 refund_status=completed,Refund RF1044 has been marked as completed for order 5630.,True
137,return_request,"{""order_id"": ""1234"", ""item"": ""blue shirt"", ""reason"": ""change of mind"", ""pickup_date"": ""next Monday""}",intent=return_request order_id=1234 item=blue shirt reason=change of mind pickup_date=next Monday,Your return request for blue shirt from order 1234 is confirmed because change of mind; pickup is scheduled for next Monday.,True
27,order_status,"{""order_id"": ""1234"", ""status"": ""confirmed"", ""date"": ""1 May"", ""carrier"": ""Delhivery""}",intent=order_status order_id=1234 status=confirmed date=1 May carrier=Delhivery,Your order 1234 is confirmed on 1 May.,True
318,refund_status,"{""refund_id"": ""RF1010"", ""order_id"": ""2481"", ""refund_status"": ""processed"", ""date"": ""3 May"", ""method"": ""pickup""}",intent=refund_status refund_id=RF1010 order_id=2481 refund_status=processed date=3 May method=pickup,Refund RF1010 for order 2481 is processed on 3 May.,True
142,return_request,"{""order_id"": ""7744"", ""item"": ""phone case"", ""reason"": ""change of mind""}",intent=return_request order_id=7744 item=phone case reason=change of mind,Your return request for phone case from order 7744 is confirmed because change of mind.,True
233,payment_status,"{""order_id"": ""7744"", ""payment_status"": ""successful"", ""amount"": ""₹799"", ""method"": ""drop-off"", ""date"": ""1 May""}",intent=payment_status order_id=7744 payment_status=successful amount=₹799 method=drop-off date=1 May,Payment for order 7744 is successful for ₹799 via drop-off.,True
1,order_status,"{""order_id"": ""1234"", ""status"": ""confirmed"", ""date"": ""2 May"", ""tracking_id"": ""TRK9999""}",intent=order_status order_id=1234 status=confirmed date=2 May tracking_id=TRK9999,The status of order 1234 is confirmed on 2 May.,True
291,refund_status,"{""refund_id"": ""RF1044"", ""order_id"": ""2481"", ""refund_status"": ""approved"", ""amount"": ""₹799"", ""method"": ""mail-in""}",intent=refund_status refund_id=RF1044 order_id=2481 refund_status=approved amount=₹799 method=mail-in,The refund status for order 2481 is approved for ₹799.,True
